age,sex_male,marriage,income,hb_b_psu,hb_b_pse,hb_b_pbe,hb_b_pba,hb_b_se,hb_a_psu,hb_a_pse,hb_a_pbe,hb_a_pba,hb_a_se,afra1,afra2,be_01,be_02,be_03,be_04,be_05,be_06,be_07,be_08,be_09,be_10,be_11,be_12,be_13,be_14,be_15,be_16,be_17,be_18,be_19,be_20,fnp,ftv,fra,fws,fsm,fmp,confi_gov,confi_hos,confi_wor,confi_media,hmtime,fear_sum,be_sum,risk_sum,selfeff_sum,fear_mean,be_mean,risk_mean,selfeff_mean
2,0,1,4,0,0,0,0,0,1,1,0,0,0,2,3,4,4,4,4,4,0,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,0,2,0,1,2,2,2,5,74,2,0,2.5,3.5238095238095237,0.5,0.0
3,1,2,5,1,1,1,1,1,1,1,1,-1,1,1,2,4,4,4,4,4,0,4,4,4,4,1,2,2,4,1,2,1,4,3,4,1,2,4,1,1,1,2,2,2,0,2,3,60,4,3,1.5,2.857142857142857,1.0,0.6
2,0,2,4,-1,1,1,1,1,0,-2,-2,-1,1,2,2,4,2,2,4,4,0,4,4,4,4,4,4,1,0,4,4,0,4,4,4,3,3,3,3,3,4,1,1,1,1,1,4,61,-2,3,2.0,2.9047619047619047,-0.5,0.6
3,1,2,4,0,1,2,-1,2,-2,-2,-1,2,2,0,1,4,4,4,4,4,0,4,4,4,4,2,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,0,1,1,2,1,1,73,-3,9,0.5,3.4761904761904763,-0.75,1.8
3,0,1,4,2,0,1,-1,1,1,1,1,1,-1,3,3,3,4,4,4,4,0,4,4,4,4,0,3,2,4,4,4,4,4,4,4,4,1,1,3,0,2,1,1,2,1,1,6,68,4,2,3.0,3.238095238095238,1.0,0.4
2,0,1,4,1,1,2,-1,2,1,2,2,2,1,2,3,3,3,4,4,4,0,3,4,4,4,0,4,3,4,4,4,0,4,4,3,3,3,4,3,3,3,1,1,3,2,2,5,63,5,8,2.5,3.0,1.25,1.6
2,0,1,4,0,1,1,-1,1,-1,-1,1,1,1,1,2,3,4,4,4,4,0,4,4,3,3,4,4,4,4,4,3,3,4,3,4,3,2,0,3,1,3,1,2,2,1,1,3,70,-1,5,1.5,3.3333333333333335,-0.25,1.0
4,0,1,4,-1,-1,1,-1,1,1,1,1,-1,1,0,0,4,4,4,4,1,0,4,4,4,0,1,1,1,4,4,3,3,4,2,3,0,4,0,3,3,2,1,1,1,1,1,0,55,0,1,0.0,2.619047619047619,0.0,0.2
2,0,1,2,-1,0,1,1,1,-1,1,1,-1,1,2,3,4,4,4,4,4,0,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,0,4,4,0,2,2,2,2,2,5,71,-1,2,2.5,3.380952380952381,-0.25,0.4
3,1,2,5,1,-2,0,2,2,1,-2,2,2,2,1,1,0,4,4,4,4,0,4,4,4,4,4,4,2,4,4,4,4,4,4,4,0,3,3,2,4,0,3,3,3,2,1,2,70,-2,4,1.0,3.3333333333333335,-0.5,0.8
2,0,1,3,1,0,0,1,0,0,2,0,0,-2,1,2,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,0,1,0,2,3,1,1,3,77,3,-2,1.5,3.6666666666666665,0.75,-0.4
2,0,1,4,0,0,0,0,-1,0,0,0,-1,-1,1,2,4,4,3,4,4,0,4,4,3,3,2,3,3,3,4,3,2,4,3,2,1,3,1,4,2,1,0,1,3,0,1,3,62,0,-3,1.5,2.9523809523809526,0.0,-0.6
2,1,1,4,1,0,0,0,1,2,1,1,0,0,3,3,4,4,3,3,4,0,3,4,4,4,4,4,4,4,4,3,0,3,3,4,3,3,3,3,0,0,2,1,2,2,1,6,66,4,1,3.0,3.142857142857143,1.0,0.2
3,1,2,5,2,0,2,1,1,2,2,2,-1,1,1,3,3,2,2,2,4,0,3,3,3,3,3,3,2,4,3,2,2,2,2,3,0,4,4,4,2,0,0,2,3,1,2,4,51,6,3,2.0,2.4285714285714284,1.5,0.6
3,0,2,5,-2,-2,0,2,2,-2,-2,-2,-2,2,0,0,2,4,3,4,4,1,4,3,2,1,2,2,3,2,4,4,4,4,4,4,2,0,2,4,3,4,1,2,1,0,1,0,61,-8,0,0.0,2.9047619047619047,-2.0,0.0
2,0,1,4,0,0,-1,-1,1,0,1,0,0,0,2,3,3,4,4,4,4,0,4,4,4,4,0,4,2,4,4,3,0,4,4,0,0,2,0,3,3,4,0,2,1,1,1,5,60,1,0,2.5,2.857142857142857,0.25,0.0
3,0,2,4,2,1,2,-1,2,0,1,1,1,1,3,3,4,4,3,3,4,0,3,3,4,4,0,4,3,4,4,3,3,4,4,4,0,3,0,4,2,2,0,0,1,1,1,6,65,4,7,3.0,3.0952380952380953,1.0,1.4
2,0,1,4,-2,0,1,2,0,-2,1,1,1,1,0,3,4,4,4,4,4,0,4,4,1,0,0,0,1,3,4,4,4,4,4,4,2,2,0,4,1,4,0,3,3,0,2,3,57,-3,3,1.5,2.7142857142857144,-0.75,0.6
4,0,1,4,-1,-1,1,-1,1,1,1,1,-1,1,0,0,4,4,4,4,1,0,4,4,4,0,1,1,1,4,4,3,3,4,2,3,0,4,0,3,3,2,1,1,3,1,1,0,55,0,1,0.0,2.619047619047619,0.0,0.2
3,1,2,4,1,1,1,1,2,1,1,1,-1,0,2,3,3,4,3,4,4,0,4,4,4,4,1,4,2,4,4,2,2,4,3,4,1,2,1,4,0,2,1,1,1,1,2,5,64,4,3,2.5,3.0476190476190474,1.0,0.6
2,0,1,4,1,1,2,2,2,1,1,1,1,1,3,3,4,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,0,4,3,4,4,4,4,3,3,4,2,2,2,2,1,6,63,4,7,3.0,3.0,1.0,1.4
2,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,3,4,4,2,3,0,4,4,3,4,4,0,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,3,3,1,5,68,-4,-3,2.5,3.238095238095238,-1.0,-0.6
2,1,1,5,1,1,2,-2,2,0,2,2,2,2,2,3,4,4,3,3,4,0,4,2,4,4,2,4,3,4,4,4,4,4,4,4,2,3,4,4,1,4,0,3,3,1,2,5,69,4,9,2.5,3.2857142857142856,1.0,1.8
2,0,1,4,2,0,1,-1,1,0,1,1,-1,1,2,3,3,3,2,3,3,0,4,4,4,4,2,3,2,3,4,4,4,4,4,4,2,2,1,4,4,4,1,2,2,2,1,5,64,3,2,2.5,3.0476190476190474,0.75,0.4
2,0,1,4,0,1,-1,1,0,0,1,0,-1,1,2,3,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,0,4,4,2,0,1,2,2,1,5,75,2,0,2.5,3.5714285714285716,0.5,0.0
4,1,2,5,1,1,0,-1,1,1,1,1,0,1,0,1,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,4,2,3,0,3,3,1,4,1,76,4,3,0.5,3.619047619047619,1.0,0.6
2,0,1,4,2,1,2,1,0,1,1,1,0,1,2,3,4,3,1,2,4,0,4,4,3,3,3,2,4,3,4,3,1,4,2,4,3,3,1,3,3,2,1,2,2,2,2,5,58,5,4,2.5,2.761904761904762,1.25,0.8
2,0,1,4,1,1,1,1,2,1,2,1,0,2,1,1,4,4,4,4,4,0,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,3,2,3,1,4,0,1,2,1,3,2,70,5,6,1.0,3.3333333333333335,1.25,1.2
3,0,2,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,2,3,4,4,0,2,0,3,1,0,2,2,2,2,1,4,73,0,0,2.0,3.4761904761904763,0.0,0.0
2,0,1,4,0,0,1,1,1,1,1,1,0,1,0,3,4,4,2,2,4,0,4,4,4,4,2,4,2,2,4,4,4,4,0,4,4,4,4,4,0,0,0,2,2,2,1,3,62,2,3,1.5,2.9523809523809526,0.5,0.6
3,0,1,4,0,0,1,-1,1,1,1,1,2,1,1,2,4,4,3,4,4,0,4,4,4,4,3,4,4,4,4,4,3,4,4,2,1,2,0,2,2,1,1,1,2,2,1,3,71,2,5,1.5,3.380952380952381,0.5,1.0
3,1,2,5,2,2,1,1,1,1,2,1,1,-1,2,3,3,4,3,4,4,0,4,3,3,3,2,2,1,4,1,3,1,3,3,3,3,3,3,4,3,4,1,1,2,1,2,5,54,7,4,2.5,2.5714285714285716,1.75,0.8
2,1,1,5,1,2,0,0,0,1,2,0,1,1,1,1,4,4,3,2,4,1,3,3,4,1,1,4,1,4,4,4,2,4,4,4,0,1,0,3,3,0,1,1,2,2,1,2,61,6,4,1.0,2.9047619047619047,1.5,0.8
2,0,2,4,2,2,2,-1,2,1,1,1,-1,1,3,3,4,4,4,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,0,0,1,1,0,1,6,74,6,6,3.0,3.5238095238095237,1.5,1.2
2,0,1,4,0,-1,2,-2,2,0,-1,2,2,0,2,3,3,4,1,2,3,2,2,3,1,1,1,1,1,3,4,2,0,3,3,4,3,3,0,4,4,2,0,1,2,0,1,5,44,-2,5,2.5,2.0952380952380953,-0.5,1.0
3,0,3,5,-1,-1,1,-1,1,-1,-1,1,1,1,2,2,3,3,3,3,3,0,1,3,4,4,0,4,3,4,4,3,3,3,3,4,0,4,0,4,1,1,0,2,1,1,1,4,58,-4,3,2.0,2.761904761904762,-1.0,0.6
3,1,1,4,2,2,1,1,1,2,2,2,-2,1,0,2,0,4,4,4,4,1,4,1,4,1,1,4,1,0,4,2,1,4,4,0,3,4,4,4,0,1,0,0,0,0,1,2,48,8,3,1.0,2.2857142857142856,2.0,0.6
3,0,2,4,-2,-2,1,1,1,1,0,0,0,-2,3,3,4,4,3,4,4,0,4,4,4,0,2,4,2,4,4,2,2,4,4,4,4,4,4,4,4,4,0,1,1,1,1,6,63,-3,-2,3.0,3.0,-0.75,-0.4
2,0,1,3,1,0,1,1,0,-2,-2,0,-1,0,3,3,4,4,2,3,3,3,4,4,4,0,0,1,3,4,4,1,0,4,0,3,3,3,0,4,3,1,1,0,2,0,2,6,51,-3,0,3.0,2.4285714285714284,-0.75,0.0
2,0,1,5,1,-1,1,-2,1,1,0,0,0,0,0,1,3,4,3,4,4,0,4,4,4,3,0,4,4,4,4,4,4,0,4,0,1,0,0,0,0,4,1,3,3,0,1,1,61,1,1,0.5,2.9047619047619047,0.25,0.2
2,0,1,4,2,1,2,1,0,1,1,1,0,1,2,3,4,3,1,2,4,0,4,4,3,3,3,2,4,3,4,3,1,4,2,4,3,3,1,3,3,2,1,2,2,2,2,5,58,5,4,2.5,2.761904761904762,1.25,0.8
2,0,1,3,-1,-2,2,-2,2,1,1,2,2,2,3,3,0,4,4,4,4,0,4,4,4,4,0,4,0,0,4,4,4,0,0,0,3,3,3,4,3,4,0,0,3,0,1,6,48,-1,6,3.0,2.2857142857142856,-0.25,1.2
2,0,1,4,0,2,0,0,0,2,2,0,1,-2,3,3,4,4,4,4,4,0,4,4,3,4,0,4,3,2,3,3,0,4,4,4,2,2,0,1,0,4,0,1,3,3,1,6,62,6,1,3.0,2.9523809523809526,1.5,0.2
3,0,1,4,1,0,1,-1,1,-1,-2,1,1,1,1,1,3,3,3,3,3,0,4,3,3,0,0,2,3,2,4,0,1,4,0,2,0,4,4,4,1,0,1,1,2,2,2,2,43,-2,4,1.0,2.0476190476190474,-0.5,0.8
2,0,1,4,0,1,2,0,0,0,1,1,-2,-1,3,3,4,4,3,4,4,0,2,4,4,4,0,4,4,4,4,1,0,4,4,4,3,4,0,3,1,2,0,2,2,1,2,6,62,2,0,3.0,2.9523809523809526,0.5,0.0
3,1,2,4,1,1,1,-1,1,-1,1,1,1,1,2,3,2,3,2,4,4,0,4,3,3,2,2,1,1,3,4,4,4,3,2,4,1,1,1,1,1,3,2,2,3,2,1,5,55,2,5,2.5,2.619047619047619,0.5,1.0
2,0,1,4,-1,0,1,-1,0,-1,-2,1,0,1,2,1,1,4,3,4,4,0,4,3,4,4,0,3,1,3,4,2,2,3,1,3,2,4,0,3,3,0,1,1,1,1,1,3,53,-4,2,1.5,2.5238095238095237,-1.0,0.4
2,0,1,4,1,0,1,0,-1,1,1,0,-1,1,3,3,3,4,3,4,4,0,3,3,3,2,0,2,2,2,4,3,2,2,2,2,2,3,4,2,3,1,1,2,2,2,2,6,50,3,0,3.0,2.380952380952381,0.75,0.0
3,1,2,5,-1,0,1,0,2,0,0,1,0,1,0,1,2,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,0,3,0,0,0,2,2,1,1,1,74,-1,4,0.5,3.5238095238095237,-0.25,0.8
2,0,1,4,0,-1,1,1,1,-1,0,1,-1,1,1,2,3,3,3,3,3,3,2,2,3,1,1,3,3,3,3,2,3,1,1,3,0,4,0,0,0,0,1,1,1,1,1,3,49,-2,1,1.5,2.3333333333333335,-0.5,0.2
2,1,2,4,1,0,1,-1,0,1,0,1,1,0,0,0,3,4,4,4,4,0,4,4,4,3,3,3,2,3,3,1,1,3,4,1,2,2,0,3,0,1,2,2,3,1,2,0,58,2,2,0.0,2.761904761904762,0.5,0.4
3,1,2,5,1,-1,-1,1,-1,0,-1,-1,-1,1,2,3,3,3,2,3,3,0,4,3,3,3,2,3,1,1,4,3,2,4,4,0,2,3,1,3,1,3,1,2,2,1,1,5,51,-1,-3,2.5,2.4285714285714284,-0.25,-0.6
2,0,1,5,-2,-1,-2,-1,-2,0,1,1,0,0,3,3,4,4,4,4,4,0,4,4,4,4,0,1,1,4,4,4,3,4,4,4,4,4,0,4,4,4,0,1,2,0,2,6,65,-2,-5,3.0,3.0952380952380953,-0.5,-1.0
3,0,1,4,-1,-2,1,-1,1,-1,-1,1,1,1,3,2,4,4,4,4,4,0,4,4,4,4,1,4,2,4,4,4,1,4,4,0,0,3,0,1,2,0,1,2,2,1,1,5,64,-5,2,2.5,3.0476190476190474,-1.25,0.4
3,0,2,4,1,0,1,2,1,1,0,1,-1,1,1,1,3,3,3,3,3,0,4,4,4,2,1,4,4,4,4,3,2,2,3,4,4,4,3,3,3,4,1,3,3,2,1,2,60,2,2,1.0,2.857142857142857,0.5,0.4
2,0,1,4,2,1,0,-2,1,1,1,0,2,1,2,3,4,4,4,4,4,0,4,4,3,1,0,4,2,4,4,2,0,4,4,4,0,0,2,3,1,1,1,2,2,2,1,5,60,5,5,2.5,2.857142857142857,1.25,1.0
2,0,2,3,1,-1,1,-1,1,-1,-1,1,1,1,0,1,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,3,3,3,3,0,0,0,0,0,0,1,2,2,2,1,1,72,-2,3,0.5,3.4285714285714284,-0.5,0.6
3,0,1,4,1,0,1,0,0,1,1,0,0,0,0,3,1,4,3,4,3,0,3,3,3,4,2,4,2,4,4,2,1,4,3,0,2,2,0,3,4,4,1,3,3,1,1,3,54,3,1,1.5,2.5714285714285716,0.75,0.2
2,0,1,3,1,1,1,-1,1,1,0,0,-1,1,3,3,4,4,3,4,4,0,4,2,3,2,2,4,2,4,4,3,2,4,3,2,4,3,1,2,2,2,0,2,2,0,1,6,60,3,3,3.0,2.857142857142857,0.75,0.6
2,1,2,3,2,0,1,-2,1,-2,-2,-2,2,2,2,3,4,4,4,4,4,0,4,4,3,4,3,4,4,4,4,4,3,4,4,4,0,4,2,4,0,0,0,3,3,3,1,5,73,-2,6,2.5,3.4761904761904763,-0.5,1.2
2,0,1,4,0,0,1,1,1,0,1,0,1,1,2,2,3,4,3,4,4,0,4,3,3,3,2,1,3,4,4,3,1,1,2,4,0,2,1,2,2,1,1,1,2,2,1,4,56,1,4,2.0,2.6666666666666665,0.25,0.8
2,0,1,4,-1,0,1,1,1,-1,0,-1,-1,1,0,1,1,3,0,2,0,0,3,1,1,0,0,0,0,1,3,1,1,0,0,0,0,4,0,1,1,0,0,1,1,1,2,1,17,-2,2,0.5,0.8095238095238095,-0.5,0.4
2,0,2,4,0,0,-1,0,1,-1,0,0,0,0,3,3,4,4,4,4,2,0,2,4,4,4,0,4,4,4,4,2,0,4,4,4,0,0,0,2,3,2,1,1,1,1,1,6,62,-1,0,3.0,2.9523809523809526,-0.25,0.0
3,0,3,5,-1,-1,1,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,3,3,3,3,1,2,44,-2,0,1.0,2.0952380952380953,-0.5,0.0
4,0,3,4,1,-1,0,1,0,-1,1,1,-1,0,1,2,3,3,2,2,3,0,3,3,3,3,2,3,3,3,3,3,1,3,3,4,2,3,1,1,1,4,1,2,2,1,2,3,53,0,-2,1.5,2.5238095238095237,0.0,-0.4
3,1,2,5,-1,-1,-2,-1,-1,-1,-2,-1,1,-2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,0,2,2,3,3,3,4,3,3,2,1,2,1,4,4,34,-5,-5,2.0,1.619047619047619,-1.25,-1.0
2,1,1,4,0,-2,2,-1,2,0,0,1,0,1,0,1,3,4,4,4,4,0,4,3,3,3,2,2,3,2,1,3,3,3,3,2,2,1,1,4,0,4,0,0,0,0,1,1,56,-2,3,0.5,2.6666666666666665,-0.5,0.6
2,0,1,3,-2,-1,1,0,-1,-1,1,0,-1,-1,1,3,4,3,2,4,4,0,0,2,3,1,0,1,3,3,4,1,0,2,0,1,0,4,0,2,0,0,0,1,1,1,1,4,38,-3,-3,2.0,1.8095238095238095,-0.75,-0.6
3,1,1,4,-1,-1,-2,-1,-2,-1,-1,-2,1,-2,0,0,0,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,0,4,3,3,3,3,3,3,3,1,3,3,0,1,0,69,-4,-6,0.0,3.2857142857142856,-1.0,-1.2
3,0,1,4,1,2,-1,1,0,1,2,-1,-1,1,1,3,4,3,3,4,4,0,4,4,4,4,2,4,3,4,4,3,2,3,4,4,3,3,2,4,1,0,0,0,1,2,2,4,67,6,1,2.0,3.1904761904761907,1.5,0.2
3,0,2,5,-1,-1,2,-2,2,2,2,1,0,1,2,3,3,4,3,4,4,0,4,4,4,4,4,4,3,3,4,3,2,4,4,4,2,3,0,2,0,0,0,0,0,0,2,5,69,2,4,2.5,3.2857142857142856,0.5,0.8
3,0,2,4,1,0,1,0,1,1,1,1,1,1,2,3,3,4,4,4,4,0,4,4,4,4,4,4,3,4,4,3,3,3,3,2,3,4,3,4,3,4,1,1,2,1,1,5,68,3,4,2.5,3.238095238095238,0.75,0.8
2,0,2,4,-1,-1,2,-1,1,-2,1,1,0,-1,2,2,4,4,4,4,4,3,3,4,4,2,1,4,4,4,4,2,2,2,3,4,3,4,1,2,0,0,1,3,3,1,2,4,66,-3,1,2.0,3.142857142857143,-0.75,0.2
3,1,3,5,0,-1,1,1,2,-1,-1,1,-1,2,1,1,4,4,3,3,4,0,4,2,3,2,2,3,3,3,2,2,1,2,2,2,0,2,2,2,2,2,1,2,3,0,1,2,51,-3,3,1.0,2.4285714285714284,-0.75,0.6
3,0,2,5,0,-1,2,-1,1,1,2,1,1,1,1,3,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,1,2,4,4,4,0,3,0,0,0,0,1,2,2,0,2,4,67,2,4,2.0,3.1904761904761907,0.5,0.8
2,0,1,5,0,0,0,0,1,-1,-1,1,-1,1,1,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,4,3,2,3,3,2,1,1,3,2,3,1,2,3,0,2,4,57,-2,1,2.0,2.7142857142857144,-0.5,0.2
3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,0,4,4,4,4,4,4,2,3,4,4,4,4,4,4,2,2,2,3,2,4,2,2,2,2,3,1,72,0,0,0.5,3.4285714285714284,0.0,0.0
2,0,1,5,1,1,2,-1,2,-1,1,1,1,0,3,3,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,3,1,1,4,4,4,4,0,2,2,4,0,2,3,3,1,6,65,2,6,3.0,3.0952380952380953,0.5,1.2
4,0,1,3,1,0,-1,1,-2,1,-1,-2,-1,-2,3,3,2,0,2,3,1,2,2,2,2,4,1,4,2,0,1,1,2,1,1,2,1,4,1,2,1,1,3,1,2,3,4,6,35,1,-6,3.0,1.6666666666666667,0.25,-1.2
2,0,1,4,1,0,-1,0,1,-1,-1,-1,-1,1,2,3,3,4,4,4,4,0,4,4,4,4,4,4,4,4,4,2,2,2,4,4,1,4,2,4,4,3,1,2,3,3,2,5,69,-1,0,2.5,3.2857142857142856,-0.25,0.0
2,0,1,3,0,1,2,-1,2,0,0,1,1,2,0,1,3,3,2,3,0,4,3,2,4,0,0,4,0,3,4,3,2,2,0,4,0,3,0,2,0,0,1,1,2,2,2,1,46,1,8,0.5,2.1904761904761907,0.25,1.6
2,0,1,4,1,-1,-2,-2,-2,-2,-2,0,-2,-2,3,3,4,4,4,4,4,0,4,0,0,0,4,0,1,0,0,1,3,3,3,3,4,4,3,3,3,3,0,0,0,0,1,6,42,-4,-9,3.0,2.0,-1.0,-1.8
4,0,2,5,0,0,1,-2,1,1,1,1,0,1,2,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,3,2,2,1,1,0,2,2,2,2,5,75,2,3,2.5,3.5714285714285716,0.5,0.6
2,1,1,4,1,0,1,-2,1,1,1,1,1,1,1,3,3,4,3,3,4,0,4,4,4,4,0,4,4,3,4,3,1,3,2,2,0,4,0,2,2,2,2,2,2,1,1,4,59,3,4,2.0,2.8095238095238093,0.75,0.8
2,0,1,3,-2,0,2,0,1,1,2,2,-1,0,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,3,3,4,4,0,0,1,1,2,6,74,1,2,3.0,3.5238095238095237,0.25,0.4
2,0,1,4,1,1,1,1,0,1,1,1,-1,1,2,3,3,3,3,3,3,0,3,3,3,3,0,3,2,3,4,3,2,4,4,4,0,2,2,2,3,1,1,2,2,1,1,5,56,4,2,2.5,2.6666666666666665,1.0,0.4
2,0,2,4,1,0,1,0,0,1,1,1,-1,1,3,3,3,4,3,3,3,0,4,3,3,3,3,3,3,2,4,3,2,2,3,4,1,2,2,4,3,3,1,2,2,0,2,6,58,3,1,3.0,2.761904761904762,0.75,0.2
2,0,1,1,-1,1,1,-1,0,-2,0,1,0,1,2,3,4,4,4,4,4,0,4,4,4,0,0,4,4,4,0,3,2,4,4,4,4,0,0,2,0,2,0,2,2,2,1,5,61,-2,3,2.5,2.9047619047619047,-0.5,0.6
2,0,1,4,2,1,-1,-1,0,2,2,1,-2,-2,3,3,3,4,3,4,4,0,4,4,0,0,0,4,0,4,4,4,0,4,4,4,4,4,0,2,3,4,0,0,0,0,1,6,54,7,-4,3.0,2.5714285714285716,1.75,-0.8
2,1,1,4,0,0,2,-2,2,0,1,2,2,-2,0,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0,0,0,0,0,1,2,2,2,1,0,75,1,4,0.0,3.5714285714285716,0.25,0.8
2,0,1,4,-1,1,1,-1,1,-1,1,1,1,1,2,3,4,4,4,3,3,0,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,0,2,2,1,1,5,71,0,5,2.5,3.380952380952381,0.0,1.0
3,1,2,5,-2,1,2,-2,2,0,1,2,2,2,0,1,4,4,4,4,4,1,0,4,2,4,0,4,4,4,4,4,4,0,0,4,0,0,0,3,0,0,1,2,2,0,1,1,59,0,9,0.5,2.8095238095238093,0.0,1.8
3,0,1,4,1,0,1,1,1,-1,-1,-1,0,-1,1,3,3,3,3,3,4,0,4,3,3,3,0,3,3,3,4,3,1,3,3,4,3,3,3,4,4,3,0,2,2,1,1,4,56,-1,1,2.0,2.6666666666666665,-0.25,0.2
2,0,1,5,1,0,-1,0,-1,1,0,-1,-1,-1,0,3,3,3,2,2,3,0,4,2,3,4,0,4,0,3,4,2,0,3,3,4,0,2,0,4,0,2,1,1,2,1,1,3,49,2,-4,1.5,2.3333333333333335,0.5,-0.8
2,1,1,3,2,0,2,-1,2,2,1,2,1,1,3,3,4,3,4,4,3,0,4,4,4,4,0,4,4,4,4,2,3,4,4,4,2,3,1,4,0,4,0,2,2,1,2,6,67,5,6,3.0,3.1904761904761907,1.25,1.2
2,0,1,4,0,-1,2,-2,2,1,2,2,1,2,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,1,0,4,2,4,4,1,2,0,2,3,2,6,69,2,6,3.0,3.2857142857142856,0.5,1.2
3,0,2,3,-1,-1,-2,-2,-1,-2,-1,-2,1,-1,2,3,2,2,3,3,3,0,1,4,4,0,2,4,4,4,1,4,1,3,4,4,3,3,3,3,3,3,1,0,1,1,1,5,53,-5,-4,2.5,2.5238095238095237,-1.25,-0.8
2,0,1,3,-1,-1,1,-1,1,-2,-2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,0,4,4,4,2,2,2,2,1,1,20,-6,4,0.5,0.9523809523809523,-1.5,0.8
3,0,2,5,1,-1,-1,1,0,1,-1,1,1,-1,1,3,2,4,4,4,4,4,4,4,4,2,1,4,0,2,4,4,2,4,4,4,0,0,0,4,0,4,2,2,2,0,1,4,65,0,-2,2.0,3.0952380952380953,0.0,-0.4
3,0,2,4,1,2,2,-1,2,1,2,2,1,2,1,1,4,4,3,3,4,0,3,4,4,4,0,4,4,4,4,3,4,4,4,4,1,3,0,2,3,2,0,1,1,0,2,2,68,6,9,1.0,3.238095238095238,1.5,1.8
2,0,2,4,0,-1,2,-2,1,0,1,1,2,1,2,3,4,4,4,4,4,2,4,4,4,2,0,3,4,4,4,2,2,4,4,4,4,4,1,4,3,1,0,1,3,1,2,5,67,0,5,2.5,3.1904761904761907,0.0,1.0
2,0,1,5,1,-1,-1,-1,1,1,-1,1,1,1,1,3,3,3,3,3,3,0,3,3,3,3,0,3,1,3,4,3,3,3,3,3,0,2,0,4,0,2,1,1,1,2,1,4,53,0,1,2.0,2.5238095238095237,0.0,0.2
3,0,1,4,-2,2,2,1,2,0,0,0,0,0,2,3,4,4,4,4,4,2,4,4,4,4,0,4,2,4,4,2,0,2,2,4,0,3,0,4,0,1,0,1,1,1,1,5,62,0,6,2.5,2.9523809523809526,0.0,1.2
3,1,1,3,-2,2,2,-1,1,2,2,2,1,2,1,2,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,2,3,4,4,4,0,3,1,2,4,4,1,1,3,3,3,3,69,4,8,1.5,3.2857142857142856,1.0,1.6
3,0,2,5,0,-1,-1,2,0,-1,-1,1,1,1,0,0,3,4,2,4,4,0,4,1,1,4,0,2,2,3,4,4,1,4,1,1,1,0,2,4,2,3,3,3,3,0,1,0,49,-3,0,0.0,2.3333333333333335,-0.75,0.0
3,1,2,4,1,0,1,0,0,-1,-1,1,0,0,1,3,3,3,3,3,3,0,3,4,3,3,1,3,3,3,3,3,3,3,3,3,0,0,0,1,0,1,0,1,3,0,1,4,56,-1,1,2.0,2.6666666666666665,-0.25,0.2
2,0,1,4,-1,2,0,1,0,-1,2,0,-1,0,1,2,4,4,2,4,4,0,3,4,3,4,0,3,2,4,4,2,0,2,2,1,3,3,2,0,0,0,1,2,2,2,1,3,52,2,1,1.5,2.4761904761904763,0.5,0.2
2,1,2,3,1,1,1,0,1,1,1,1,-1,1,1,2,4,4,3,3,4,0,4,4,3,4,2,3,4,4,4,4,4,4,4,3,2,4,4,3,1,0,1,2,2,2,1,3,69,4,3,1.5,3.2857142857142856,1.0,0.6
