age,sex_male,marriage,income,hb_b_psu,hb_b_pse,hb_b_pbe,hb_b_pba,hb_b_se,hb_a_psu,hb_a_pse,hb_a_pbe,hb_a_pba,hb_a_se,afra1,afra2,be_01,be_02,be_03,be_04,be_05,be_06,be_07,be_08,be_09,be_10,be_11,be_12,be_13,be_14,be_15,be_16,be_17,be_18,be_19,be_20,fnp,ftv,fra,fws,fsm,fmp,confi_gov,confi_hos,confi_wor,confi_media,hmtime,fear_sum,be_sum,risk_sum,selfeff_sum,fear_mean,be_mean,risk_mean,selfeff_mean
3,0,2,4,1,1,2,-2,1,1,1,1,2,1,0,3,3,3,3,3,3,0,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,3,0,3,2,0,1,1,2,2,1,3,69,4,7,1.5,3.2857142857142856,1.0,1.4
2,0,1,3,0,-1,2,1,1,-1,-1,-1,1,-1,1,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,2,2,4,4,3,1,2,1,4,4,4,0,3,3,0,1,4,71,-3,2,2.0,3.380952380952381,-0.75,0.4
2,0,1,3,0,1,-1,1,0,0,2,0,-2,-2,1,2,4,2,0,0,0,0,1,3,1,0,0,0,0,3,4,0,0,2,1,1,1,4,1,3,4,0,0,1,1,0,1,3,22,3,-4,1.5,1.0476190476190477,0.75,-0.8
2,0,1,3,1,1,1,-1,1,0,1,-1,-1,-1,3,3,3,4,2,3,4,0,3,2,2,4,1,2,2,3,4,2,2,3,4,3,2,4,2,4,4,1,1,1,2,1,2,6,53,3,1,3.0,2.5238095238095237,0.75,0.2
2,0,1,4,0,0,1,0,-1,1,0,1,1,0,0,3,4,4,3,4,4,1,3,4,3,4,2,4,3,4,4,2,0,0,1,4,1,1,1,3,3,1,1,2,3,1,1,3,58,1,1,1.5,2.761904761904762,0.25,0.2
3,0,1,3,0,0,0,0,1,0,0,1,0,1,0,1,3,3,3,3,3,0,4,4,4,3,0,4,3,4,4,4,2,4,4,3,0,3,1,3,3,4,1,2,2,1,1,1,62,0,2,0.5,2.9523809523809526,0.0,0.4
2,0,1,3,1,0,1,0,1,1,1,2,0,0,1,2,3,4,2,3,4,0,2,3,4,1,2,4,2,3,2,3,3,0,2,1,0,2,0,1,3,1,1,2,2,1,1,3,48,3,2,1.5,2.2857142857142856,0.75,0.4
2,0,1,3,0,0,2,-1,2,-1,0,1,2,2,3,3,4,4,4,4,4,0,4,4,4,3,1,4,4,4,4,3,3,4,4,4,4,2,1,3,2,1,1,2,3,1,1,6,70,-1,8,3.0,3.3333333333333335,-0.25,1.6
2,0,1,1,2,1,-2,0,0,-1,-1,-1,-1,1,1,3,4,4,3,3,4,0,3,3,4,4,2,4,3,3,4,2,0,3,3,2,4,4,1,2,3,0,0,2,2,2,2,4,58,1,-1,2.0,2.761904761904762,0.25,-0.2
3,1,2,4,1,0,2,2,-1,-2,-2,-2,1,1,3,3,4,4,2,0,3,0,2,4,4,4,4,4,3,4,4,4,3,3,4,4,2,4,1,4,2,2,1,0,1,1,2,6,64,-3,3,3.0,3.0476190476190474,-0.75,0.6
2,0,1,3,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,0,0,0,0,1,6,76,0,0,3.0,3.619047619047619,0.0,0.0
3,0,2,4,0,0,1,1,1,-2,0,0,0,0,0,1,2,4,3,3,3,1,3,3,2,2,4,3,2,2,2,2,2,2,2,2,0,1,0,1,2,1,1,1,1,1,1,1,49,-2,2,0.5,2.3333333333333335,-0.5,0.4
2,1,1,3,-1,1,1,1,1,-1,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,1,2,1,1,2,60,-1,3,1.0,2.857142857142857,-0.25,0.6
2,0,1,4,-2,-2,2,-2,2,-2,-2,2,2,2,0,3,2,4,3,4,4,0,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,0,2,0,2,0,1,2,0,1,3,69,-8,6,1.5,3.2857142857142856,-2.0,1.2
3,0,2,4,-1,-1,-2,-2,-2,-1,-1,-2,2,-2,1,3,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,3,4,4,3,1,1,2,2,3,4,75,-4,-5,2.0,3.5714285714285716,-1.0,-1.0
2,0,1,3,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,0,0,0,0,1,6,76,0,0,3.0,3.619047619047619,0.0,0.0
2,0,1,3,-1,-1,-1,-1,1,-1,-2,0,0,0,2,2,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,4,4,0,0,1,3,1,1,2,1,1,4,54,-5,-1,2.0,2.5714285714285716,-1.25,-0.2
3,0,3,3,1,1,2,-1,1,2,2,2,-1,2,2,3,0,4,4,4,4,0,4,3,4,4,2,4,4,4,4,2,1,4,4,0,3,3,3,4,4,4,0,1,3,0,3,5,60,6,5,2.5,2.857142857142857,1.5,1.0
2,1,1,4,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,0,0,0,4,4,4,0,0,0,4,4,0,0,0,4,0,4,0,0,0,0,0,3,3,3,4,4,3,0,0,0,0,1,0,28,-8,-7,0.0,1.3333333333333333,-2.0,-1.4
2,1,1,4,2,-1,0,-2,0,2,0,1,2,2,2,2,0,3,2,3,4,4,3,2,3,0,0,4,3,2,4,3,2,4,4,1,0,2,0,4,1,1,1,1,3,3,1,4,51,3,3,2.0,2.4285714285714284,0.75,0.6
2,0,1,4,1,1,2,1,2,1,1,1,-1,0,3,3,4,4,3,4,4,0,4,3,4,4,3,3,1,4,4,3,2,4,4,1,0,1,2,4,2,2,1,1,2,1,1,6,63,4,4,3.0,3.0,1.0,0.8
2,1,2,1,1,1,1,-1,1,-1,1,1,1,1,2,2,4,4,3,3,4,1,3,4,4,3,1,4,3,4,4,1,2,3,4,4,0,4,0,2,4,2,0,2,2,2,1,4,63,2,5,2.0,3.0,0.5,1.0
2,1,1,4,0,-1,2,-1,1,0,-1,1,1,1,1,1,3,4,2,4,4,0,3,3,3,3,1,3,2,4,4,3,0,3,2,2,2,2,0,4,4,3,2,1,2,3,2,2,53,-2,4,1.0,2.5238095238095237,-0.5,0.8
2,0,1,4,2,0,2,0,2,-1,-1,-1,1,0,2,3,0,4,3,3,4,0,4,4,4,2,2,3,1,1,4,3,2,4,4,0,3,3,1,3,3,3,0,1,1,3,4,5,52,0,5,2.5,2.4761904761904763,0.0,1.0
2,0,1,4,2,0,2,1,0,0,0,0,0,-2,0,0,0,1,3,3,4,0,1,2,1,0,0,4,1,0,4,1,0,3,0,0,0,2,0,4,1,1,0,1,2,1,1,0,28,2,0,0.0,1.3333333333333333,0.5,0.0
2,0,1,5,1,0,1,1,0,1,0,1,0,0,0,3,4,4,4,4,4,4,4,4,4,1,0,3,2,3,4,3,3,4,4,4,4,3,1,4,4,4,1,2,3,2,1,3,67,2,1,1.5,3.1904761904761907,0.5,0.2
3,1,2,4,1,1,0,1,1,1,2,1,0,0,1,3,4,3,3,1,4,0,4,3,4,3,2,4,1,4,4,3,2,3,4,2,0,2,1,0,1,2,0,1,1,0,2,4,58,5,2,2.0,2.761904761904762,1.25,0.4
1,0,1,5,0,0,1,-1,1,0,2,-1,-1,0,3,3,4,4,3,4,4,0,4,3,3,4,0,3,4,4,4,3,1,4,4,4,3,4,3,4,4,3,0,1,1,1,2,6,64,2,1,3.0,3.0476190476190474,0.5,0.2
2,0,1,4,2,0,-1,-1,1,2,1,-2,0,-1,2,3,3,4,3,3,2,0,1,1,2,4,0,4,3,3,4,3,3,3,4,4,3,3,0,4,4,4,0,1,2,2,1,5,54,5,-1,2.5,2.5714285714285716,1.25,-0.2
4,1,2,5,-1,0,1,-1,1,0,0,1,-2,1,2,2,4,4,4,3,4,0,4,4,4,4,3,4,3,4,3,3,3,3,4,4,1,3,1,4,2,2,1,2,2,1,2,4,69,-1,1,2.0,3.2857142857142856,-0.25,0.2
2,1,1,3,2,2,1,1,1,-1,0,0,2,-2,3,3,3,4,3,3,4,0,4,4,4,4,4,4,3,4,3,3,0,2,2,2,4,4,4,4,0,0,3,3,3,3,3,6,60,3,4,3.0,2.857142857142857,0.75,0.8
2,0,1,3,1,1,1,1,1,2,2,0,-1,2,2,3,4,4,4,3,4,0,4,4,4,4,0,4,0,4,4,4,2,4,4,4,0,3,0,4,3,3,0,3,3,1,2,5,65,6,4,2.5,3.0952380952380953,1.5,0.8
3,0,1,3,1,1,1,1,-1,0,0,0,-1,0,3,3,3,4,3,4,4,0,4,4,4,4,0,4,3,3,4,3,1,3,4,3,0,4,0,4,2,4,2,2,2,1,3,6,62,2,0,3.0,2.9523809523809526,0.5,0.0
2,0,1,3,0,1,1,0,-1,-1,1,-1,-1,1,2,3,3,4,3,3,3,0,2,2,3,2,1,4,2,4,3,3,1,3,4,3,2,1,1,4,3,2,1,2,3,2,1,5,53,1,1,2.5,2.5238095238095237,0.25,0.2
2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,1,2,0,0,2,2,1,1,1,80,0,0,0.5,3.8095238095238093,0.0,0.0
2,0,1,4,1,-1,-1,1,2,-2,-2,1,2,2,0,0,3,4,4,4,4,2,4,3,3,4,0,2,2,4,0,3,3,3,2,2,4,1,1,4,2,2,1,2,2,2,1,0,56,-4,4,0.0,2.6666666666666665,-1.0,0.8
2,1,1,3,0,0,0,0,0,0,0,0,1,1,3,3,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,3,0,4,4,3,3,0,3,3,0,1,1,1,1,1,6,67,0,2,3.0,3.1904761904761907,0.0,0.4
2,0,1,3,1,0,1,1,0,0,1,2,-1,0,2,3,3,4,3,4,4,0,4,3,4,4,0,3,2,4,4,2,0,2,0,0,0,4,2,3,3,1,0,1,2,1,1,5,50,2,0,2.5,2.380952380952381,0.5,0.0
2,0,1,4,0,0,2,-1,1,0,0,1,1,2,1,2,4,3,3,3,3,0,4,4,3,4,2,4,3,4,4,3,3,4,4,4,4,3,0,4,0,0,1,0,1,1,1,3,66,0,6,1.5,3.142857142857143,0.0,1.2
2,1,1,3,1,-1,1,-1,1,0,-1,1,1,2,2,2,4,4,4,4,4,0,4,4,4,4,2,4,4,4,4,4,4,4,4,0,0,0,0,3,1,4,1,1,2,1,1,4,70,-1,4,2.0,3.3333333333333335,-0.25,0.8
1,0,1,4,1,-1,0,-1,0,1,-1,0,1,1,1,1,3,3,2,2,4,0,4,2,3,2,3,3,1,3,4,3,2,3,2,3,2,1,0,3,0,2,0,1,2,0,1,2,52,0,1,1.0,2.4761904761904763,0.0,0.2
3,1,1,5,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,3,3,3,3,0,2,3,3,3,0,3,0,2,3,3,3,0,0,3,3,2,2,3,0,3,1,1,2,0,1,2,41,-2,3,1.0,1.9523809523809523,-0.5,0.6
3,1,2,5,1,0,1,1,1,0,1,1,1,1,1,3,1,3,2,2,4,0,2,2,1,4,3,3,3,4,4,3,3,3,3,4,1,2,1,2,2,0,2,2,2,2,1,4,54,2,4,2.0,2.5714285714285716,0.5,0.8
2,1,1,4,2,1,2,2,0,0,1,-1,-1,-2,1,3,3,4,2,1,4,0,4,1,4,0,0,3,3,3,4,2,1,0,0,4,0,0,0,4,0,0,1,0,1,2,1,4,43,4,0,2.0,2.0476190476190474,1.0,0.0
2,0,1,3,0,1,2,-1,1,0,0,1,1,-1,1,3,4,4,4,4,4,0,4,3,3,2,2,4,4,4,4,3,0,4,4,4,3,2,4,3,0,4,0,2,3,1,1,4,65,1,4,2.0,3.0952380952380953,0.25,0.8
2,0,2,4,2,2,0,0,0,2,2,2,-2,2,3,3,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,1,0,1,1,2,0,4,0,4,4,0,0,2,3,3,4,6,27,8,2,3.0,1.2857142857142858,2.0,0.4
2,0,1,4,2,0,2,0,1,0,1,1,-1,0,1,3,3,4,3,4,4,0,0,3,2,1,2,3,3,4,4,2,2,2,3,3,0,2,0,1,2,0,0,1,3,1,1,4,52,3,2,2.0,2.4761904761904763,0.75,0.4
3,0,1,5,1,-1,2,-1,2,1,1,1,1,1,1,3,3,4,3,3,3,0,4,4,4,1,0,4,2,4,4,4,4,4,4,4,3,1,0,4,1,1,1,2,3,1,1,4,63,2,5,2.0,3.0,0.5,1.0
4,0,2,3,0,0,2,-1,2,1,1,1,1,2,0,0,4,4,4,4,4,2,4,4,3,4,2,2,0,3,3,3,3,3,3,2,4,3,4,3,3,4,0,0,2,1,3,0,61,2,7,0.0,2.9047619047619047,0.5,1.4
3,1,1,4,-1,-1,1,2,2,-1,-1,-1,0,1,1,2,4,3,2,2,3,0,4,4,4,0,1,4,4,3,3,2,0,4,1,3,0,4,0,4,0,0,1,1,2,1,1,3,51,-4,3,1.5,2.4285714285714284,-1.0,0.6
3,0,2,4,2,1,-1,-1,1,-1,-1,1,1,1,3,3,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,2,3,1,3,2,3,0,1,2,2,4,6,72,1,3,3.0,3.4285714285714284,0.25,0.6
2,0,1,3,1,1,2,1,1,1,2,2,0,0,2,3,2,4,1,3,3,0,4,4,4,4,3,4,2,3,4,3,0,3,4,2,2,4,0,4,4,2,1,1,3,2,2,5,57,5,4,2.5,2.7142857142857144,1.25,0.8
2,0,1,4,-1,0,-2,-2,1,1,1,-1,1,0,1,2,2,4,4,2,4,0,4,4,4,3,0,2,3,4,4,3,4,4,4,4,4,4,3,3,3,4,3,3,3,2,1,3,63,1,0,1.5,3.0,0.25,0.0
3,0,3,4,1,0,1,-1,1,1,1,1,1,1,2,2,2,4,4,4,4,0,4,4,4,4,1,4,2,4,4,4,4,4,1,0,4,4,4,4,4,4,1,2,2,1,1,4,62,3,4,2.0,2.9523809523809526,0.75,0.8
2,1,1,4,-1,0,1,1,1,-1,-1,1,1,1,0,1,3,4,2,0,4,0,2,3,2,0,0,3,3,4,4,2,1,3,0,3,0,0,0,3,0,3,3,3,3,0,1,1,43,-3,4,0.5,2.0476190476190474,-0.75,0.8
4,0,1,5,1,0,1,-1,-1,-2,1,1,1,1,3,3,4,4,4,4,4,0,4,4,4,4,4,4,2,4,4,4,2,4,4,4,1,3,2,3,1,2,0,2,2,1,1,6,72,0,2,3.0,3.4285714285714284,0.0,0.4
2,0,1,3,2,1,2,1,1,0,0,1,2,0,1,3,4,4,2,3,4,0,3,4,4,4,4,3,4,4,4,3,3,4,4,2,3,3,2,4,1,0,1,2,2,1,4,4,67,3,6,2.0,3.1904761904761907,0.75,1.2
2,0,1,4,0,1,1,-1,0,1,1,1,1,1,1,1,4,4,4,4,3,1,4,4,4,2,0,0,0,4,0,3,2,3,3,3,3,4,0,4,4,1,1,2,1,2,4,2,52,3,4,1.0,2.4761904761904763,0.75,0.8
3,0,2,3,-1,-1,-1,-2,-2,-1,-1,-2,2,-2,0,1,4,4,4,4,0,0,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,4,4,3,3,2,3,2,4,1,67,-4,-4,0.5,3.1904761904761907,-1.0,-0.8
3,1,2,4,-1,-1,-2,-1,-1,-2,-2,-2,1,-1,0,3,0,2,1,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,0,4,4,3,3,3,4,0,3,3,0,4,3,32,-6,-4,1.5,1.5238095238095237,-1.5,-0.8
3,1,2,5,1,2,2,-1,2,-1,-1,1,1,2,3,3,4,4,4,4,4,0,4,4,4,2,2,4,3,4,4,4,1,3,4,4,1,2,3,4,0,1,0,2,3,0,1,6,67,1,9,3.0,3.1904761904761907,0.25,1.8
2,0,1,4,-2,-1,2,2,2,-1,-2,-2,1,-2,2,2,3,3,3,3,3,1,2,2,3,3,1,3,3,1,3,3,3,3,3,3,1,4,4,4,1,1,2,2,2,3,2,4,52,-6,2,2.0,2.4761904761904763,-1.5,0.4
2,0,1,4,1,0,2,-1,0,0,0,1,1,1,3,3,4,4,4,3,4,0,4,4,4,4,4,4,3,4,4,4,3,2,3,1,3,4,3,4,3,3,1,2,2,1,2,6,67,1,4,3.0,3.1904761904761907,0.25,0.8
2,1,1,4,1,2,2,-1,1,-1,-1,1,-1,2,2,3,4,4,4,4,4,1,3,4,4,3,0,4,4,3,1,3,2,4,4,2,4,4,3,4,3,4,2,2,3,2,1,5,62,1,6,2.5,2.9523809523809526,0.25,1.2
2,0,1,4,0,1,-2,0,2,0,0,0,0,0,1,3,1,4,2,4,4,2,4,3,4,3,1,2,2,2,2,2,2,2,2,2,0,2,1,2,4,4,3,0,1,0,4,4,50,1,1,2.0,2.380952380952381,0.25,0.2
2,0,1,3,0,1,2,-2,2,0,0,1,1,2,2,3,3,4,4,4,4,0,4,4,4,4,4,4,2,2,4,4,4,4,4,2,4,3,0,4,4,4,1,2,2,1,1,5,69,1,8,2.5,3.2857142857142856,0.25,1.6
3,1,3,4,-2,-2,2,-2,2,-2,-2,2,2,2,0,0,2,4,0,4,4,0,4,2,0,4,0,4,0,4,4,4,2,4,0,4,1,1,1,2,1,1,1,1,1,1,1,0,50,-8,6,0.0,2.380952380952381,-2.0,1.2
2,1,1,4,1,-1,1,-1,0,1,-1,1,1,1,2,3,3,4,4,4,4,0,4,4,4,4,1,4,3,4,4,2,0,3,0,4,3,2,0,4,2,2,0,1,2,2,2,5,60,0,2,2.5,2.857142857142857,0.0,0.4
2,0,1,4,0,1,1,1,1,1,1,1,0,1,2,3,3,4,3,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,0,1,1,0,1,3,2,1,2,5,70,3,4,2.5,3.3333333333333335,0.75,0.8
2,0,1,4,0,1,1,0,1,0,0,1,1,1,1,1,2,3,2,3,0,0,3,3,3,3,3,3,2,3,3,3,0,2,2,0,0,3,0,3,3,0,1,0,2,1,1,2,43,1,5,1.0,2.0476190476190474,0.25,1.0
2,1,1,4,0,0,1,-1,1,1,1,1,1,1,2,3,4,4,3,4,4,2,3,4,3,4,3,4,3,4,2,2,2,3,4,4,3,3,0,4,1,0,0,1,2,2,2,5,66,2,4,2.5,3.142857142857143,0.5,0.8
2,0,1,3,-1,1,2,-1,2,1,1,1,1,1,1,2,4,4,4,4,4,0,4,4,4,4,3,4,4,4,4,3,1,4,4,4,1,1,1,3,3,1,0,1,2,1,1,3,71,2,7,1.5,3.380952380952381,0.5,1.4
2,1,1,3,2,0,1,1,1,0,2,1,0,1,2,3,1,4,4,4,3,0,4,4,4,3,2,4,2,4,3,2,1,4,4,1,2,3,2,3,3,3,1,2,3,2,1,5,58,4,3,2.5,2.761904761904762,1.0,0.6
2,0,1,3,0,-1,2,-1,2,0,0,1,0,1,1,3,4,4,3,4,4,0,4,4,4,3,1,3,4,4,4,3,2,4,4,4,0,4,1,3,2,4,1,1,2,1,1,4,67,-1,4,2.0,3.1904761904761907,-0.25,0.8
2,1,1,3,0,0,1,-1,1,0,0,1,1,1,0,0,1,1,1,2,4,0,2,0,0,4,0,0,0,1,4,2,2,0,0,2,0,2,0,3,3,3,1,1,1,1,1,0,26,0,4,0.0,1.2380952380952381,0.0,0.8
2,1,1,4,1,1,2,-2,0,1,1,2,1,2,1,2,4,4,4,4,4,0,2,4,4,4,2,4,2,4,4,4,4,4,4,2,4,4,0,3,4,4,0,3,3,3,2,3,68,4,6,1.5,3.238095238095238,1.0,1.2
2,0,2,5,-1,0,-2,0,0,1,1,0,-1,-1,1,3,3,4,3,4,3,0,4,4,3,0,0,2,4,4,4,2,0,3,3,4,2,2,0,2,0,3,0,1,2,1,2,4,54,1,-4,2.0,2.5714285714285716,0.25,-0.8
3,0,2,5,2,0,1,1,2,2,2,2,-2,-1,1,3,3,3,4,4,4,0,2,3,4,0,0,2,2,1,0,2,0,0,0,0,4,4,4,4,3,4,0,0,3,0,1,4,34,6,0,2.0,1.619047619047619,1.5,0.0
3,0,2,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,0,2,2,1,3,4,3,3,3,4,2,2,2,2,3,2,31,-4,-4,1.0,1.4761904761904763,-1.0,-0.8
2,0,1,1,1,0,-1,0,1,0,2,2,-2,2,3,3,4,4,4,4,4,0,4,4,4,4,2,4,4,4,4,4,1,4,4,4,0,4,1,4,2,2,0,2,2,2,2,6,71,3,0,3.0,3.380952380952381,0.75,0.0
3,0,1,4,1,2,0,0,-2,1,1,0,0,1,2,3,3,4,3,3,4,0,4,3,4,4,2,4,1,3,4,2,2,1,4,4,1,4,2,3,2,4,0,1,1,0,1,5,59,5,1,2.5,2.8095238095238093,1.25,0.2
2,0,1,5,2,1,1,1,1,1,1,1,-1,1,2,2,4,4,4,4,4,0,4,4,4,4,2,2,4,4,4,2,1,4,4,4,1,3,0,4,4,2,0,3,3,3,1,4,67,5,3,2.0,3.1904761904761907,1.25,0.6
3,0,2,4,2,1,-1,-2,-2,1,1,-1,-1,1,3,3,4,3,3,4,3,0,4,4,4,4,3,4,4,4,4,2,0,4,4,4,0,4,0,4,1,1,0,0,2,2,2,6,66,5,-2,3.0,3.142857142857143,1.25,-0.4
2,0,1,4,-1,0,1,-1,0,2,2,0,-1,-2,3,3,2,4,3,3,4,0,4,3,3,4,4,4,3,3,4,2,0,2,4,4,4,2,0,4,3,0,0,0,2,1,2,6,60,3,-2,3.0,2.857142857142857,0.75,-0.4
2,0,1,3,0,1,1,-1,1,1,0,1,-1,1,1,3,3,4,2,4,4,0,4,4,1,4,3,4,4,4,4,4,4,4,4,2,2,3,1,3,3,2,1,2,2,1,2,4,67,2,3,2.0,3.1904761904761907,0.5,0.6
2,0,1,3,1,1,1,0,-2,-1,1,1,-2,-2,2,2,3,4,2,4,4,0,3,2,4,2,3,2,2,2,3,2,0,3,4,3,3,4,3,4,4,3,0,1,1,1,2,4,52,2,-4,2.0,2.4761904761904763,0.5,-0.8
2,0,1,2,1,1,1,0,1,-1,-1,-1,0,0,2,3,3,4,3,3,4,0,4,4,3,4,2,4,2,3,4,3,2,4,4,4,3,1,1,2,1,3,1,2,3,1,2,5,64,0,3,2.5,3.0476190476190474,0.0,0.6
3,0,2,4,-1,-1,0,0,0,0,0,0,-1,-1,1,0,0,3,2,2,3,0,4,2,2,2,0,0,0,2,4,2,2,2,0,2,0,1,0,0,0,0,3,3,3,3,1,1,34,-2,-3,0.5,1.619047619047619,-0.5,-0.6
2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,4,4,2,4,2,0,3,4,2,4,0,4,4,4,4,4,1,4,4,4,0,1,0,2,2,2,1,1,3,1,1,1,62,0,0,0.5,2.9523809523809526,0.0,0.0
2,0,1,3,2,2,0,2,2,2,2,0,-2,2,2,3,4,4,4,4,4,0,4,4,4,4,1,4,2,3,4,4,2,4,4,2,0,2,0,4,1,4,2,1,3,2,2,5,66,8,4,2.5,3.142857142857143,2.0,0.8
3,0,2,4,1,0,0,0,0,1,1,0,0,0,3,3,4,3,3,4,4,2,4,4,4,4,2,4,3,4,4,4,2,4,4,4,3,2,3,2,1,1,1,1,1,1,1,6,71,3,0,3.0,3.380952380952381,0.75,0.0
2,0,1,1,1,0,0,1,1,-1,1,1,-1,0,3,3,4,4,2,4,4,0,2,2,2,1,2,3,2,3,4,3,2,2,4,3,3,4,3,4,3,3,0,1,2,0,1,6,53,1,0,3.0,2.5238095238095237,0.25,0.0
2,1,1,4,-1,-2,-2,-1,-2,1,1,1,0,1,1,2,3,4,3,4,3,0,4,3,4,2,3,3,2,3,3,4,4,4,4,4,4,0,0,4,0,1,1,2,2,0,1,3,64,-1,-5,1.5,3.0476190476190474,-0.25,-1.0
2,1,1,3,0,1,1,1,0,0,1,0,0,0,3,3,3,4,2,4,4,1,4,3,3,3,1,4,2,4,4,2,0,1,3,4,4,4,2,4,3,3,1,1,2,2,2,6,56,2,2,3.0,2.6666666666666665,0.5,0.4
2,0,1,4,-1,-2,2,-2,2,0,-1,1,2,1,2,2,3,3,3,3,4,0,3,4,3,4,1,1,4,4,4,4,1,4,3,4,2,2,0,4,3,1,1,1,2,2,2,4,60,-4,5,2.0,2.857142857142857,-1.0,1.0
3,1,2,5,-1,0,2,0,1,1,1,1,-1,1,2,3,4,4,4,4,4,0,4,4,4,2,0,3,2,4,4,2,2,4,3,3,4,4,4,2,0,1,0,2,2,2,2,5,61,1,3,2.5,2.9047619047619047,0.25,0.6
2,1,1,3,0,1,1,1,0,0,1,0,0,0,3,3,3,4,2,4,4,1,4,3,3,3,1,4,2,4,4,2,0,1,3,4,4,4,2,4,3,3,1,1,2,2,2,6,56,2,2,3.0,2.6666666666666665,0.5,0.4
2,0,1,4,2,0,2,-1,2,2,2,2,1,2,3,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,3,0,4,4,2,1,2,2,2,2,6,75,6,7,3.0,3.5714285714285716,1.5,1.4
2,1,1,4,-1,0,1,0,1,0,0,1,1,1,2,3,4,4,4,4,4,3,4,4,4,4,0,2,2,4,4,4,4,4,4,2,4,1,3,4,3,4,1,3,3,1,2,5,69,-1,4,2.5,3.2857142857142856,-0.25,0.8
2,0,2,4,1,1,0,1,2,2,2,-2,0,0,1,3,4,4,4,4,4,0,4,4,2,4,0,4,4,4,1,0,2,4,4,4,0,0,0,4,4,4,3,3,3,0,1,4,61,6,3,2.0,2.9047619047619047,1.5,0.6
3,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,3,4,3,4,4,0,4,4,4,4,1,4,2,3,4,3,3,4,4,4,1,3,1,3,0,2,2,2,2,2,2,1,66,1,4,0.5,3.142857142857143,0.25,0.8
2,0,1,3,1,0,1,-1,1,-1,0,1,0,1,1,3,3,4,3,3,4,0,4,4,3,1,1,4,3,2,4,3,3,3,3,3,0,3,0,3,1,3,0,1,1,2,3,4,58,0,3,2.0,2.761904761904762,0.0,0.6
2,1,1,5,1,0,2,-1,2,0,1,1,1,1,2,3,2,4,3,4,4,0,4,4,4,3,2,3,3,3,4,4,3,4,3,4,2,2,1,4,2,3,1,2,2,1,1,5,65,2,6,2.5,3.0952380952380953,0.5,1.2
2,0,1,3,-2,0,1,1,0,-2,1,1,-2,2,3,3,0,4,4,4,3,0,4,0,4,4,0,2,2,2,2,2,2,2,2,2,4,4,2,4,4,4,0,0,0,0,1,6,45,-3,1,3.0,2.142857142857143,-0.75,0.2
2,1,1,4,1,1,2,-1,2,1,1,1,1,1,2,3,3,3,2,4,3,0,3,4,2,4,0,2,1,3,2,3,2,3,2,2,4,4,1,4,4,2,2,2,2,2,2,5,48,4,7,2.5,2.2857142857142856,1.0,1.4
2,1,1,4,-2,-1,2,-1,2,-1,0,1,0,1,2,2,4,4,4,4,0,0,4,4,4,4,0,3,2,4,4,4,4,4,4,4,0,0,0,2,0,0,1,1,1,1,1,4,65,-4,4,2.0,3.0952380952380953,-1.0,0.8
2,0,1,1,0,-2,2,-2,1,0,-2,1,1,2,1,1,4,3,1,4,4,0,3,2,2,4,0,1,0,2,4,3,0,0,0,0,0,1,0,2,2,0,1,2,3,0,1,2,37,-4,4,1.0,1.7619047619047619,-1.0,0.8
2,0,1,4,2,0,-1,0,0,0,0,1,-1,-1,2,3,3,4,4,4,4,4,4,4,4,3,3,3,1,3,4,3,1,3,4,2,2,4,4,4,4,2,1,2,2,3,1,5,65,2,-3,2.5,3.0952380952380953,0.5,-0.6
2,0,1,4,0,0,2,0,-1,0,0,1,1,2,2,3,4,4,3,4,4,0,4,3,2,2,4,4,2,4,4,3,4,2,4,4,0,2,0,3,2,0,1,1,2,2,1,5,65,0,4,2.5,3.0952380952380953,0.0,0.8
