variable,mean,std,median,q05,q95
direct,-0.004140939417279618,1.731696613949969,0.009715034945789264,-2.4725264934765616,2.416816717395193
indirect,0.041533693373828263,0.0032591930259941553,0.041445451431316345,0.036367177342187654,0.046979568426364256
total,0.037392753956548654,1.7317520267477677,0.05133346428752855,-2.430682523235864,2.4567465473095655
