variable,mean,std,median,q025,q975
direct,0.023045557603244553,1.7920011681477823,-0.005442477447424154,-3.485569510301356,3.5109489121591135
indirect,0.014804742148227237,0.004477153192738081,0.014770536935856646,0.005878474124706635,0.02375434298579902
total,0.03785029975147178,1.7919444847346977,0.0094443752367141,-3.46868609327931,3.5256070190841253
