variable,mean,std,median,q05,q95
direct,0.0008982211891857101,1.6536360274546789,0.018274351909400105,-2.376344408289737,2.359509682225972
indirect,0.006203752419207537,0.003915696456118775,0.006188074929508359,-0.00020172169205998834,0.01264331179752103
total,0.007101973608393251,1.6535381981528348,0.023815160815726807,-2.3690337788606732,2.368081695693684
