variable,mean,std,median,q025,q975
direct,-0.033817024222458365,1.5490439298934633,-0.01573027275224481,-3.319032050446584,3.027048936102298
indirect,0.04158460326742563,0.003225657723805997,0.041527952417466,0.03548627778326155,0.04809668641034667
total,0.007767579044967254,1.5491012895084422,0.025754995539809155,-3.277696034625641,3.0697590380207327
