variable,mean,std,median,q025,q975
direct,-0.016048474785122068,1.6599897089488573,-0.009240229070719419,-3.3131389544340037,3.212694420392938
indirect,0.04156834793123531,0.0032401077933249004,0.04147237654649287,0.035510964825736686,0.048104308969449464
total,0.025519873146113235,1.659955202711822,0.03251747597358891,-3.2704469017095126,3.254359551176785
